28603,57377,77699,-236044
28806,57544,77766,-235775
29008,57416,77410,-236356
29204,57427,77351,-235953
29407,57384,77227,-235934
29603,57526,77464,-235982
29804,57364,77222,-235953
30004,57480,77135,-236176
30203,57574,77443,-236327
30404,57643,77207,-235913
30610,57764,77291,-236023
30806,57596,77343,-236225
31017,57465,77308,-236366
31209,57472,77347,-236226
31417,57605,77515,-236360
31607,57562,77538,-236121
31801,57610,77473,-235852
32002,57545,77758,-235899
32201,57694,77546,-235736
32405,57317,77691,-235761
32616,57519,77720,-235957
32803,57515,77580,-235745
33001,57490,77621,-235628
33207,57420,77731,-236072
33409,57546,77547,-235568
33612,57513,77585,-236155
33814,57633,77604,-236059
34014,57349,77515,-235969
34212,57567,77627,-236130
34418,57272,77411,-235764
34603,57434,77513,-236072
34805,57448,77373,-235855
35003,57477,77591,-236016
35203,57509,77425,-236186
35410,57344,77424,-235962
35603,57433,77419,-236312
35802,57425,77463,-235917
36007,57530,77405,-235895
36201,57252,77373,-235617
36401,57346,77565,-235988
36606,57336,77454,-235822
36804,57337,77479,-236074
37016,57300,77565,-235770
37204,57221,77790,-235791
37403,57121,77667,-235797
37603,57125,77532,-235935
37812,57444,77708,-235601
38001,57468,77650,-235769
38207,57259,77542,-235955
38403,57321,77301,-235979
38606,57375,77488,-235802
38810,57524,77360,-236045
39008,57382,77429,-235913
39201,57419,77547,-235752
39403,57436,77442,-235920
39607,57312,77477,-235839
39801,57463,77483,-236044
40004,57243,77399,-236067
40201,57331,77575,-235868
40410,57287,77628,-235854
40603,57323,77579,-235914
40802,57178,77589,-235843
41002,57270,77582,-235793
41204,57288,77579,-235698
41404,57297,77486,-235969
41602,57337,77878,-235964
41805,57216,77520,-235683
42004,57239,77646,-236059
42206,57531,77493,-235878
42412,57530,77517,-235721
42604,57411,77603,-235821
42803,57366,77469,-235717
43001,57638,77527,-235993
43202,57430,77703,-235636
43402,57495,77486,-236173
43607,57358,77767,-235874
43802,57443,77686,-235773
44006,57483,77604,-235785
44206,57457,77485,-235749
44404,57413,77617,-235852
44602,57362,77637,-235739
44807,57153,77467,-235743
45009,57527,77619,-235818
45210,57498,77517,-235907
45402,57223,77645,-235903
45606,57349,77633,-235735
45803,57401,77518,-235887
46006,57461,77474,-235752
46211,57600,77412,-235806
46407,57310,77466,-235769
46606,57510,77479,-236146
46816,57512,77562,-236074
47006,57206,77531,-236030
47205,57435,77709,-235776
47404,57466,77517,-235959
47602,57192,77661,-235830
47806,57598,77760,-236240
48010,57377,77761,-236030
48202,57376,77524,-235921
48405,57282,77568,-235876
48606,57388,77713,-235747
48806,57457,77619,-236014
49001,57468,77412,-236115
49204,57277,77509,-235960
49403,57594,77512,-235841
49604,57234,77423,-235831
49811,57348,77014,-235836
50002,57327,77347,-235876
50204,57263,77432,-235887
50408,57368,77573,-235772
50614,57221,77421,-235728
50808,57327,77632,-235670
51006,57433,77729,-235923
51202,57452,77474,-235738
51402,57431,77776,-235657
51604,57403,77798,-235697
51808,57540,77631,-235557
52008,57328,77720,-235516
52207,57206,77691,-235742
52407,57315,77764,-235659
52610,57354,77614,-235662
52801,57503,77644,-235682
53019,57319,77699,-236233
53202,57386,77667,-235724
53409,57480,77487,-235740
53602,57526,77514,-235768
53803,57471,77459,-235880
54004,57216,77361,-236326
54207,57292,77305,-235925
54411,57436,77400,-236051
54604,57401,77488,-236002
54803,57512,77320,-236288
55006,57340,77319,-236250
55206,57208,77471,-235893
55408,57428,77617,-235968
55608,57369,77595,-236032
55806,57352,77628,-235969
56015,57531,77549,-235977
56205,57524,77545,-235771
56402,57675,77384,-235741
56616,57627,77342,-235806
56802,57435,77670,-236022
57003,57757,77527,-235893
57206,57696,77598,-235467
57402,57486,77632,-235917
57606,57319,77542,-235698
57805,57763,77451,-236068
58003,57664,77672,-235546
58207,57556,77382,-235708
58404,57613,77548,-235865
58604,57768,77563,-235774
58805,57692,77563,-235917
59004,57652,77529,-235962
59211,57589,77434,-235948
59407,57420,77662,-236023
59607,57260,77451,-235960
59803,57585,77603,-235685
60008,57484,77512,-236014
60215,57587,77605,-236085
60404,57347,77572,-235764
60605,57398,77688,-235725
60808,57363,77584,-235844
61008,57405,77356,-235812
61209,57531,77527,-235902
61406,57330,77510,-235989
61608,57494,77391,-235569
61802,57499,77527,-235826
62006,57471,77434,-236002
62206,57384,77502,-235980
62405,57512,77509,-236106
62606,57547,77468,-235886
62804,57340,77419,-236095
63015,57416,77617,-235749
63204,57447,77573,-235679
63402,57308,77589,-236239
63609,57625,77568,-235856
63807,57418,77506,-235625
64003,57300,77672,-236005
64207,57403,77715,-235773
64411,57157,77662,-235986
64603,57375,77501,-235784
64804,57035,77542,-235848
65002,57198,77491,-235713
65209,57061,77332,-235935
65404,57257,77528,-235872
65622,57002,77415,-235637
65816,57138,77544,-235641
66002,57287,77587,-235780
66202,57440,77408,-235799
66405,57302,77371,-236025
66610,57414,77546,-235961
67002,57421,77437,-236118
67207,57332,77477,-235890
67405,57579,77514,-236107
67603,57233,77541,-236112
67804,57189,77523,-236066
68006,57611,77684,-236077
68203,57485,77419,-235685
68409,57364,77751,-235786
68604,57364,77886,-235992
68815,57243,77641,-236234
69004,57550,77568,-235696
69205,57396,77609,-235995
69409,57566,77603,-235944
69610,57422,77564,-235589
69806,57426,77654,-235982
70025,57516,77369,-235978
70209,57303,77661,-235741
70412,57525,77713,-235645
70609,57344,77627,-235785
70804,57520,77583,-235640
71002,57499,77650,-236173
71204,57510,77497,-235620
71410,57472,77192,-235912
71603,57504,77520,-235598
71806,57417,77428,-235877
72004,57439,77471,-235487
72206,57504,77718,-235756
72405,57582,77276,-235385
72609,57431,77596,-235728
72805,57420,77473,-235848
73005,57204,77574,-235811
73205,57376,77407,-236027
73408,57256,77474,-235838
73603,57334,77732,-235745
73810,57318,77699,-236120
74008,57327,77572,-236214
74202,57359,77598,-235878
74423,57259,77677,-235917
74617,57305,77572,-236071
74808,57383,77598,-235898
75004,57425,77607,-235778
75208,57169,77459,-235881
75413,57319,77477,-235822
75604,57289,77484,-236037
75804,57259,77671,-235713
76005,57420,77445,-235398
76204,57301,77541,-235928
76404,57458,77445,-235743
76604,57520,77405,-235726
76806,57309,77477,-235750
77012,57234,77438,-235924
77213,57366,77388,-235899
77405,57570,77360,-236169
77606,57306,77553,-235976
77802,57308,77559,-235952
78010,57291,77707,-235797
78206,57261,77528,-236075
78410,57210,77348,-236106
78617,57483,77652,-235780
78802,57418,77591,-235760
79003,57429,77588,-235585
79205,57300,77391,-235548
79405,57373,77705,-235758
79602,57359,77516,-235976
79805,57429,77577,-235873
80008,57313,77675,-235874
80204,57358,77527,-235793
80402,57324,77594,-235638
80601,57588,77763,-235919
80806,57468,77680,-235922
81004,57296,77600,-235796
81204,57342,77542,-235714
81406,57378,77514,-235887
81602,57313,77590,-236098
81801,57425,77661,-236067
82001,57404,77657,-235878
82203,57534,77606,-236263
82403,57282,77617,-235836
82604,57545,77442,-235674
82804,57476,77716,-235951
83002,57435,77518,-236173
83205,57444,77517,-236189
83408,57576,77210,-235831
83603,57809,77558,-235791
83810,57638,77652,-235866
84009,57345,77406,-235816
84210,57749,77397,-236094
84403,57443,77365,-235968
84603,57531,77430,-236171
84802,57477,77643,-235968
85015,57705,77415,-236110
85204,57659,77628,-235766
85407,57562,77628,-235851
85606,57680,77463,-235902
85802,57736,77625,-235924
86007,57439,77632,-235892
86203,57472,77547,-235614
86407,57458,77668,-235741
86604,57635,77479,-235804
86807,57481,77480,-235713
87003,57331,77443,-235716
87209,57453,77713,-236037
87403,57332,77491,-235893
87604,57447,77764,-235636
87813,57506,77473,-236065
88006,57348,77411,-235819
88204,57867,77439,-236196
88408,57500,77693,-236184
88607,57081,77711,-235458
88802,57447,77433,-235784
89002,57619,77333,-235973
89206,57269,77648,-235676
89406,57256,77600,-235849
89605,57522,77681,-236022
89804,57326,77617,-235764
90009,57350,77672,-235937
90209,57333,77624,-235794
90410,57325,77591,-235676
90605,57287,77650,-236009
90809,57371,77497,-235679
91005,57462,77529,-235663
91202,57391,77648,-235895
91408,57103,77499,-235786
91606,57232,77503,-236103
91811,57214,77428,-236260
92006,57413,77455,-235827
92207,57272,77425,-236054
92412,57312,77478,-235938
92605,57227,77492,-235911
92804,57325,77489,-235704
93027,57416,77644,-235934
93224,57265,77538,-235624
93402,57342,77483,-235633
93603,57365,77626,-236003
93700,57424,77414,-235824
93801,57273,77559,-236259
93888,57446,77619,-235988
94003,57364,77481,-235939
94084,57433,77511,-235995
94202,57321,77604,-235736
94401,57137,77576,-235861
94486,57312,77717,-235968
94604,57061,77577,-235984
94804,57611,77648,-235619
95009,57238,77471,-235874
95207,57327,77658,-235749
95416,57452,77671,-236358
95609,57326,77654,-236155
95813,57475,77533,-235691
96009,57321,77623,-235639
96205,57345,77469,-235900
96405,57328,77632,-235555
96605,57410,77631,-236025
96808,57289,77526,-235843
97002,57466,77565,-235937
97204,57627,77574,-235589
97410,57417,77439,-235945
97606,57341,77536,-235820
97888,57326,77634,-235736
98008,57404,77657,-235692
98203,57530,77730,-235542
98404,57485,77641,-235799
98605,57542,77429,-235802
98807,57465,77611,-235725
99009,57486,77563,-235728
99205,57339,77618,-235484
99405,57285,77581,-235581
99602,57235,77626,-235918
99810,57122,77561,-235602
100005,57268,77397,-236183
100202,57247,77536,-235682
100405,57248,77391,-235848
100603,57207,77379,-235732
100804,57283,77585,-235764
101003,57344,77418,-235677
101202,57398,77582,-236141
101406,57346,77400,-236208
101616,57310,77321,-235955
101808,57226,77440,-235979
102011,57323,77451,-235924
102208,57429,77379,-235885
102406,57382,77513,-235732
102605,57215,77488,-236045
102808,57516,77504,-236215
103009,57359,77496,-235798
103203,57337,77393,-235791
103402,57264,77488,-235742
103603,57243,77614,-235449
103802,57393,77444,-235753
104017,57419,77658,-235788
104209,57489,77355,-235703
104408,57432,77626,-235498
104615,57453,77608,-235852
104808,57408,77450,-235469
105003,57258,77547,-235476
105208,57549,77441,-235625
105405,57394,77756,-235871
105612,57316,77577,-235938
105807,57477,77551,-235955
106001,57416,77691,-236089
106203,57466,77619,-236036
106404,57291,77659,-235739
106611,57397,77526,-236009
106805,57418,77490,-235690
107008,57174,77619,-235533
107204,57482,77526,-235871
107404,57454,77646,-236016
107605,57357,77423,-235794
107807,57404,77557,-235942
108004,57561,77542,-236046
108204,57485,77613,-236008
108403,57667,77527,-236105
108610,57465,77478,-235887
108803,57494,77502,-236114
109008,57476,77256,-236101
109206,57411,77430,-235901
109409,57488,77565,-236117
109606,57347,77491,-235767
109812,57648,77496,-236135
110009,57364,77501,-235632
110210,57409,77575,-236152
110406,57607,77470,-235890
110608,57588,77395,-235845
110809,57544,77450,-235975
111014,57683,77385,-236084
111205,57569,77497,-235980
111407,57875,77560,-235938
111604,57647,77378,-236097
111805,57404,77404,-235762
112012,57582,77366,-235756
112207,57309,77634,-236133
112404,57714,77608,-235826
112609,57709,77630,-236009
112804,57512,77547,-235614
113002,57447,77325,-235670
113205,57579,77617,-235785
113409,57569,77356,-235950
113608,57513,77796,-236176
113809,57495,77611,-236012
114011,57525,77483,-236041
114208,57402,77540,-235732
114411,57312,77565,-235702
114607,57445,77535,-235408
114808,57598,77281,-236280
115010,57574,77532,-235899
115208,57383,77475,-235595
115402,57507,77609,-235534
115609,57543,77533,-236029
115809,57379,77588,-235747
116006,57431,77425,-235703
116208,57391,77582,-235873
116407,57289,77540,-235965
116610,57090,77575,-235883
116806,57507,77701,-235785
117004,57322,77636,-235757
117206,57215,77652,-235800
117402,57390,77457,-235458
117604,57335,77510,-235708
117808,57346,77683,-235796
118004,57206,77630,-235985
118204,57314,77481,-235689
118409,57453,77391,-235777
118603,57323,77627,-235823
118802,57204,77400,-235852
119010,57502,77592,-235568
119211,57432,77533,-236171
119407,57314,77442,-235839
119608,57382,77422,-235867
119807,57325,77627,-235613
120006,57466,77429,-235786
120205,57377,77490,-236227
120404,57543,77515,-235455
120604,57263,77451,-235956
120805,57506,77540,-235752
121003,57300,77580,-235734
121207,57218,77517,-235747
121402,57228,77649,-235914
121610,57129,77505,-236072
121803,57557,77583,-235634
122005,57249,77649,-235724
122208,57537,77490,-235883
122402,57541,77500,-235790
122602,57499,77295,-235584
122805,57510,77326,-235735
123011,57461,77670,-235668
123208,57476,77530,-235864
123403,57434,77479,-235785
123601,57561,77483,-235643
123807,57375,77492,-236025
124009,57219,77633,-235646
124207,57303,77643,-235544
124404,57414,77574,-235470
124605,57414,77608,-236056
124807,57308,77424,-235595
125009,57506,77349,-235671
125207,57322,77756,-235689
125406,57494,77495,-235507
125604,57301,77596,-235809
125808,57643,77608,-235733
126002,57435,77588,-235766
126207,57364,77490,-235935
126402,57603,77535,-236009
126602,57277,77582,-235919
126804,57313,77517,-236046
127003,57314,77602,-235879
127204,57441,77644,-236071
127407,57456,77325,-235941
127612,57349,77529,-236023
127814,57294,77442,-235908
128005,57061,77325,-236001
128206,57376,77446,-235605
128405,57340,77470,-235895
128609,57245,77558,-236052
128801,57342,77637,-235829
129005,57294,77598,-235754
129201,57160,77499,-235681
129404,57474,77756,-235964
129603,57349,77550,-235835
129804,57447,77562,-235557
130001,57418,77475,-235876
130204,57560,77379,-235509
130294,57469,77686,-235735
130404,57246,77580,-235907
130601,57448,77529,-235630
130804,57167,77520,-235828
131002,57458,77681,-235780
131203,57291,77898,-235869
131404,57385,77661,-235969
131602,57431,77616,-235635
131803,57270,77713,-235823
132011,57171,77766,-235651
132221,57327,77550,-235720
132404,57309,77573,-235715
132605,57333,77546,-235991
132805,57477,77310,-235887
133002,57345,77595,-235880
133204,57553,77328,-236240
133404,57441,77365,-235939
133601,57490,77575,-236096
133806,57547,77540,-236289
134003,57405,77573,-235771
134203,57502,77529,-235900
134403,57512,77733,-235903
134601,57616,77665,-235818
134806,57540,77495,-236131
135002,57641,77505,-235855
135098,57469,77437,-235917
135209,57515,77465,-236173
135403,57547,77259,-235806
135606,57516,77592,-235883
135804,57701,77319,-236104
135894,57711,77578,-235914
136003,57424,77564,-235975
136202,57589,77551,-235806
136408,57520,77630,-235834
136606,57821,77696,-235788
136802,57705,77497,-236049
137008,57700,77711,-236001
137206,57420,77824,-235723
137404,57427,77630,-235956
137610,57646,77610,-235981
137803,57610,77685,-235918
138004,57628,77656,-235996
138204,57328,77529,-235875
138402,57477,77556,-236097
138602,57153,77367,-235625
138806,57335,77371,-235898
139004,57590,77632,-235984
139205,57378,77524,-235673
139406,57562,77464,-235908
139601,57322,77456,-236180
139809,57475,77475,-235928
140021,57270,77592,-235855
140213,57133,77549,-235889
140404,57371,77645,-235796
140603,57498,77472,-235668
140817,57272,77523,-235624
141004,57253,77667,-235792
141204,57227,77536,-235752
141406,57243,77352,-235660
141604,57257,77456,-235902
141805,57310,77677,-235898
142004,57255,77469,-235795
142203,57267,77505,-235625
142402,57258,77429,-235673
142607,57507,77600,-235464
142802,57407,77502,-235741
143008,57258,77467,-235789
143206,57346,77443,-235944
143403,57452,77600,-236067
143603,57415,77522,-236013
143819,57354,77568,-235710
144008,57566,77684,-235752
144213,57330,77401,-236026
144402,57636,77625,-235619
144601,57437,77517,-235709
144803,57494,77802,-235722
145007,57388,77563,-235692
145206,57287,77658,-235497
145406,57380,77608,-235781
145609,57456,77709,-235869
145802,57305,77672,-235800
146004,57401,77562,-236019
146204,57474,77871,-235956
146407,57330,77669,-235852
146605,57578,77609,-235604
146807,57611,77541,-235757
147003,57439,77451,-235697
147208,57375,77711,-235829
147408,57472,77433,-235779
147606,57402,77579,-236074
147810,57449,77474,-235791
148003,57501,77585,-235769
148204,57426,77596,-235707
148409,57407,77609,-235806
148612,57483,77490,-235703
148802,57432,77741,-235734
149002,57468,77649,-235784
149206,57415,77508,-235947
149410,57380,77596,-235837
149607,57340,77622,-235806
149803,57650,77779,-235809
150005,57350,77547,-235738
150206,57493,77558,-236180
150405,57177,77526,-235932
150604,57413,77570,-236038
150803,57358,77562,-235717
151005,57283,77235,-235946
151202,57528,77373,-235712
151410,57311,77519,-236019
151605,57476,77384,-235881
151801,57353,77416,-235847
152001,57508,77424,-236012
152202,57519,77375,-235915
152404,57268,77526,-235879
152602,57229,77467,-235833
152805,57228,77540,-235868
153004,57386,77436,-236216
153202,57301,77597,-235778
153404,57516,77562,-235742
153604,57303,77601,-236006
153807,57350,77702,-235800
154011,57296,77577,-236042
154203,57415,77650,-236009
154406,57377,77495,-235774
154605,57319,77601,-235728
154807,57664,77569,-235930
155004,57233,77666,-235813
155207,57564,77554,-235651
155402,57398,77312,-235965
155604,57224,77502,-235726
155810,57128,77311,-235709
156006,57377,77484,-235728
156207,57279,77473,-235737
156406,57333,77712,-235982
156606,57310,77576,-235815
156804,57448,77342,-235752
157008,57329,77452,-235941
157204,57296,77583,-235605
157403,57387,77608,-235648
157612,57423,77584,-235781
157803,57305,77510,-235722
158210,57549,77695,-235911
158402,57578,77657,-235597
158607,57404,77770,-235883
158803,57555,77579,-235710
159006,57492,77640,-236217
159209,57548,77515,-235966
159404,57420,77522,-235869
159608,57432,77455,-235717
159806,57655,77404,-235758
160006,57258,77653,-235895
160204,57506,77413,-236004
160404,57333,77527,-236111
160605,57460,77389,-235728
160813,57296,77609,-235961
161009,57362,77545,-235642
161203,57373,77591,-235935
161405,57646,77539,-236002
161608,57495,77327,-236183
161803,57580,77463,-235790
162007,57630,77495,-235840
162203,57615,77657,-235914
162406,57636,77615,-235965
162602,57800,77269,-235688
162804,57740,77628,-235974
163010,57492,77472,-235773
163202,57701,77534,-235806
163405,57864,77406,-236220
163602,57530,77659,-235860
163804,57574,77612,-235807
164003,57481,77695,-235658
164202,57471,77552,-235830
164406,57489,77785,-235694
164602,57386,77587,-235746
164805,57290,77740,-235523
165011,57474,77937,-235663
165204,57601,77616,-235854
165405,57489,77816,-235690
165603,57375,77700,-235795
165802,57403,77768,-235638
166004,57425,77501,-235978
166215,57728,77482,-235735
166406,57439,77506,-236135
166608,57471,77430,-236086
166805,57374,77433,-235629
167005,57478,77419,-235887
167203,57442,77409,-236140
167405,57462,77333,-236077
167606,57305,77393,-235694
167808,57372,77500,-236104
168004,57137,77636,-235838
168204,57202,77598,-235751
168407,57328,77602,-235773
168618,57184,77427,-235751
168802,57228,77667,-235753
169006,57178,77594,-235674
169207,57089,77487,-235467
169414,57459,77755,-235930
169624,57260,77582,-235548
169802,57278,77357,-235770
170004,57312,77637,-235785
170206,57424,77384,-235690
170403,57378,77597,-235705
170602,57327,77627,-235901
170806,57224,77644,-235838
171003,57352,77547,-236061
171205,57386,77423,-235512
171402,57144,77633,-236064
171606,57534,77477,-235722
171802,57300,77600,-235829
172010,57243,77528,-236145
172202,57314,77524,-235897
172405,57156,77674,-235805
172607,57354,77698,-235953
172812,57337,77437,-235972
173026,57370,77770,-235453
173205,57388,77594,-235725
173411,57368,77541,-235878
173602,57499,77677,-235646
173803,57294,77526,-235705
174009,57433,77631,-235908
174206,57209,77283,-235941
174428,57465,77494,-235944
174633,57588,77553,-235841
174804,57648,77508,-235986
175010,57405,77477,-235562
175216,57699,77655,-235709
175406,57380,77658,-235173
175604,57521,77578,-235614
175812,57476,77751,-235354
176008,57357,77778,-235701
176212,57353,77839,-235812
176413,57170,77778,-235703
176608,57259,77783,-235681
176806,57344,77718,-235768
177008,57303,77607,-235588
177210,57184,77594,-236032
177410,57381,77580,-235767
177605,57371,77686,-236022
177806,57283,77352,-235980
178004,57378,77517,-235948
178202,57464,77344,-236181
178406,57079,77126,-236282
178604,57416,77450,-236297
178808,57243,77342,-236092
179002,57336,77381,-235821
179203,57213,77276,-235890
179403,57477,77227,-235822
179602,57520,77398,-235866
179810,57333,77469,-235743
180003,57180,77491,-235983
180211,57344,77380,-235915
180409,57284,77638,-235791
180603,57427,77602,-236171
180810,57585,77427,-235869
181005,57294,77452,-235968
181210,57286,77338,-235699
181404,57333,77613,-235692
181608,57528,77690,-235613
181820,57460,77628,-235785
182002,57467,77487,-235714
182209,57359,77605,-235667
182416,57240,77514,-235890
182602,57332,77568,-235855
182821,57196,77563,-235768
183018,57241,77653,-235770
183208,57544,77704,-235881
183418,57363,77643,-235800
183603,57261,77490,-235790
183803,57351,77562,-235595
184007,57300,77423,-235838
184205,57384,77447,-235691
184410,57106,77657,-235977
184610,57465,77358,-235768
184803,57185,77533,-236049
185010,57400,77508,-235998
185202,57209,77598,-235936
185403,57366,77634,-235493
185610,57264,77717,-235799
185809,57204,77489,-235756
186007,57316,77535,-235919
186213,57533,77451,-235864
186419,57376,77601,-236182
186605,57297,77580,-235752
186806,57430,77448,-235969
187005,57304,77558,-235384
187207,57542,77504,-235754
187403,57243,77618,-235811
187606,57558,77348,-235830
187811,57388,77765,-235752
188009,57696,77502,-235692
188204,57527,77445,-235854
188601,57691,77668,-235844
188802,57516,77547,-236055
189003,57564,77529,-236058
189204,57477,77610,-235767
189406,57488,77440,-236114
189607,57270,77414,-235950
189803,57405,77699,-235739
189899,57677,77743,-235840
190017,57434,77589,-235817
190203,57346,77562,-235717
190401,57240,77471,-235909
190604,57462,77502,-235728
190803,57629,77392,-236310
190900,57660,77257,-235991
191013,57498,77503,-236169
191202,57552,77587,-236169
191405,57504,77536,-236326
191602,57544,77323,-236033
191802,57498,77334,-235755
192001,57482,77501,-235799
192206,57516,77487,-235749
192405,57564,77567,-235766
192501,57771,77402,-236034
192609,57427,77563,-235879
192809,57629,77458,-235762
193008,57573,77724,-235521
193204,57531,77877,-235472
193402,57661,77724,-235587
193606,57499,77731,-235642
193810,57508,77847,-235516
194008,57384,77721,-235564
194202,57432,77757,-235712
194403,57387,77493,-235816
194607,57567,77578,-235637
194802,57594,77563,-235863
195003,57645,77342,-235584
195213,57418,77426,-235701
195420,57374,77218,-236078
195601,57427,77366,-236141
195806,57479,77353,-236013
196005,57229,77481,-235882
196207,57269,77636,-235739
196402,57321,77443,-235748
196603,57330,77598,-235813
196804,57201,77555,-235989
197002,57435,77448,-235773
197207,57310,77743,-235488
197404,57165,77378,-235485
197605,57118,77511,-235870
197804,57242,77626,-235854
198006,57357,77630,-235685
198208,57431,77663,-235927
198403,57267,77328,-235670
198608,57198,77609,-235750
198802,57399,77632,-236174
199004,57435,77318,-235826
199206,57384,77535,-235692
199419,57444,77639,-235977
199605,57222,77488,-235931
199803,57170,77406,-235712
200009,57364,77329,-236202
200205,57178,77583,-235997
200405,57400,77369,-235987
200602,57126,77390,-235873
200802,57587,77596,-236045
201009,57465,77454,-235739
201209,57448,77325,-235952
201405,57179,77563,-236380
201609,57165,77332,-236032
201810,57495,77425,-235750
202004,57452,77515,-235888
202202,57512,77641,-236004
202402,57489,77627,-236125
202604,57553,77393,-235805
202812,57513,77482,-235987
203007,57398,77546,-235772
203218,57524,77600,-235690
203408,57436,77722,-235502
203605,57628,77467,-235732
203805,57529,77724,-235588
204009,57486,77704,-235451
204206,57377,77841,-235795
204403,57444,77706,-235728
204608,57453,77572,-235751
204803,57302,77703,-235560
205003,57260,77581,-236187
205203,57366,77642,-235636
205402,57110,77553,-235785
205603,57444,77796,-235977
205809,57318,77539,-235763
206003,57446,77605,-235687
206207,57351,77586,-235766
206404,57398,77420,-235811
206601,57481,77302,-235867
206804,57200,77462,-236191
207006,57409,77277,-235874
207206,57339,77401,-235655
207403,57364,77281,-235729
207607,57367,77328,-235838
207802,57310,77480,-235719
208006,57380,77345,-235982
208206,57351,77590,-235813
208410,57461,77557,-235885
208604,57360,77816,-235946
208806,57362,77563,-235526
209008,57476,77510,-235511
209213,57403,77720,-236119
209409,57751,77698,-235593
209605,57713,77729,-235815
209810,57419,77724,-235762
210002,57515,77546,-235655
210205,57333,77526,-236108
210405,57444,77316,-235612
210606,57605,77653,-236114
210803,57319,77358,-235840
211012,57433,77593,-235791
211204,57128,77517,-235964
211402,57358,77640,-235494
211604,57578,77460,-235931
211806,57079,77461,-236124
212009,57213,77650,-235849
212208,57439,77616,-235849
212423,57394,77593,-236014
212610,57409,77425,-235777
212806,57401,77675,-235636
213008,57342,77565,-236144
213223,57406,77695,-235974
213408,57461,77466,-235800
213607,57620,77421,-236006
213807,57396,77593,-235865
214006,57146,77739,-235820
214210,57279,77605,-235443
214406,57286,77617,-235983
214607,57414,77828,-235670
214812,57430,77515,-235645
215005,57331,77472,-235596
215210,57515,77718,-235968
215402,57276,77565,-235946
215618,57368,77621,-235637
215810,57552,77619,-235626
216008,57418,77484,-235968
216210,57495,77335,-235881
216402,57532,77369,-235894
216617,57264,77474,-235916
216813,57366,77323,-235818
217002,57548,77556,-236192
217211,57631,77493,-235988
